id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note,review_note
hn106888,y,גם נראיתי כמו בן פרנקלין.,גם אני דמיתי לבן פרנקלין.,לא נראיתי כמו בן פרנקלין.,לא,strong,0.80,0.20,106888,fiction,,
hn110066,y,כל אמריקאי היה בתאונת דרכים.,כל אמריקאי היה מעורב לפחות בתאונת דרכים אחת.,אף אמריקאי לא היה בתאונת דרכים.,לא,strong,0.80,1.00,110066,slate,quantifier,quantifier
hn113569,y,"בסרט, הרר יודע שהיא בהריון.",הרר יודע שהיא בהריון בסרט.,הארר לא יודע שהיא בהריון בסרט.,לא,strong,0.80,1.00,113569,slate,,
hn118412,y,אה; היא השאירה לך פתק.,היא כתבה לך פתק.,היא לא השאירה לך פתק.,לא,strong,0.80,0.60,118412,fiction,,
hn119751,n,זה יהיה קרן נאמנות או קרן מיוחדת במקרה של ייעוד (כלומר,זה יהיה קרן מיוחדת.,לא יהיה קרן נאמנות או קרן מיוחדת במקרה של ייעוד.,לא,strong,0.80,0.40,119751,government,,target truncated mid-sentence
hn123243,y,נטליה כנראה הייתה מרוצה מזה.,נטליה הייתה מרוצה ממה שקרה.,נטליה לא הייתה מרוצה מזה.,לא,strong,0.80,0.60,123243,fiction,,
hn126110,y,אני חושב שצריך לאמץ אותו.,אני מאמין שראוי לאמץ אותו.,אני לא חושב שצריך לאמץ את זה.,לא,strong,0.80,0.40,126110,fiction,neg-raising,neg-raising
hn130331,y,הוא עבר את הבדיקה הזאת.,הוא צלח את הבדיקה.,הוא לא עבר את הבדיקה.,לא,strong,0.80,0.60,130331,nineeleven,,
hn135382,y,כמובן שזה טווח חדש עבורי.,זה כמובן טווח חדש עבורי.,כמובן שזה לא טווח חדש בשבילי.,לא,strong,0.80,0.80,135382,fiction,,
hn143892,y,על הנסיעה שלך אני מצטערת.,אני מצטערת על הנסיעה שלך.,אני לא מצטערת על הנסיעה שלך.,לא,strong,0.80,0.80,143892,fiction,,
hn144421,y,אפילו הרפובליקנים רגישים לספין הזה.,אפילו הרפובליקנים פגיעים לספין הזה.,הרפובליקנים לא רגישים לספין הזה.,לא,strong,0.80,0.40,144421,slate,,
hn144984,n,"תתכונן, ג'ון אמר לאדרין.",ג'ון אמר לאדרין להתכונן.,ג'ון לא אמר כלום לאדרין.,לא,strong,0.80,0.80,144984,fiction,,object changed: תתכונן -> כלום
hn145707,y,"אז אתה האחיין שלי, נכון?","אז אתה בן אחי, נכון?","אתה לא האחיין שלי, נכון?",לא,strong,0.80,0.00,145707,fiction,,
hn14619,n,גורמים שיש לקחת בחשבון בהערכה,להערכה יש גורמים שיש לקחת בחשבון.,להערכה אין גורמים שיש לקחת בחשבון.,אין,strong,0.80,0.80,14619,government,,target is a heading fragment
hn16426,n,"""איך אתה יודע את זה?""",איך אתה יכול לדעת את זה?,איך אתה לא יכול להגיד את זה?,לא,strong,0.80,0.80,16426,fiction,,negation garbled by MT
hn17276,y,קליימן רדף אחרי קלר מאז.,קלר נרדף על ידי קליימן מאז.,קליימן מעולם לא רדף אחרי קלר בשום שלב.,מעולם לא,phrase,0.80,0.40,17276,slate,quantifier,quantifier
hn20143,n,"ראשית, תמריצים חשובים, אפילו לרוצחים.","לרוצחים, תמריצים חשובים.",אפילו תמריצים לא חשובים לרוצחים.,לא,strong,0.80,0.60,20143,slate,,restructured; the scope of אפילו moves
hn23506,n,זה יהיה בדיוק כמו טלוויזיה.,זה יהיה כאילו אנחנו בטלוויזיה.,זה לא יהיה כמו טלוויזיה או תיאטרון.,לא,strong,0.80,0.40,23506,slate,,negation adds או תיאטרון
hn24264,n,מר דנברס אמר לי להיזהר.,,מר דנברס אמר לי לא לדאוג לגבי שום דבר.,לא | שום דבר,"phrase,strong",0.80,0.00,24264,fiction,WRITE PARAPHRASE,content changed: להיזהר -> לא לדאוג
hn30866,n,התמודדות עם מסגרות זמן קצרות,,לא מתמודד עם מסגרות זמן קצרות,לא,strong,0.80,0.00,30866,government,WRITE PARAPHRASE,target is a heading fragment
hn31037,y,) מודיעין מקוטע מציע שסין רצתה להעביר כסף לקמפיין של קלינטון.,מודיעין חלקי מראה שסין התכוונה להעביר כסף לקמפיין של קלינטון.,מודיעין מקוטע מראה שסין מעולם לא התכוונה להעביר כסף לקמפיין של קלינטון.,מעולם לא,phrase,0.80,0.70,31037,slate,quantifier,quantifier
hn31532,y,'למה אתה עוקב אחרי ווייט?',מהן הסיבות שלך לעקוב אחר וייט?,למה אתה לא עוקב אחרי מר וייט?,לא,strong,0.80,0.00,31532,fiction,question,question
hn32545,n,"הוא היה גנרל צעיר למדי!""",הוא היה גנרל צעיר.,"הוא היה צעיר, אבל לא גנרל.",לא,strong,0.80,0.80,32545,fiction,,a different constituent is negated (גנרל rather than צעיר)
hn3494,y,קאדאן זיהה את הכפפות שלו.,קאדאן הכיר את הכפפות שלו.,הוא לא זיהה את הכפפות שלו.,לא,strong,0.80,0.20,3494,fiction,,
hn36065,n,הנושאים נדונים בניתוח השפעת הרגולציה.,ניתוח השפעת הרגולציה מדבר על הנושאים.,הנושאים אינם כלולים בניתוח השפעת הרגולציה.,אינם,strong,0.80,0.60,36065,government,,verb changed: נדונים -> כלולים
hn37883,y,השונות הקלה שהוועדה מצאה בזמן המסלול מתעלמים כאן לצורך הנוחות.,השונות הקלה שהוועדה מצאה בזמן המסלול מתעלמת כאן לצורך הנוחות.,השונות הקלה שהוועדה מצאה בזמן המסלול לעולם לא מתעלמים כאן לנוחות.,לא,strong,0.80,0.90,37883,government,quantifier,quantifier
hn38741,n,האם מישהו משתמש בנייר צבעוני?,אולי חלק מהאנשים משתמשים בנייר צבעוני.,אף אחד לא שואל אם מישהו משתמש בנייר צבעוני.,אף אחד | לא,"phrase,strong",0.80,0.40,38741,slate,,"negates the act of asking, not the content"
hn39485,n,לפעמים אני חולם על זה.,,"אני אף פעם לא חולם על זה, אף פעם.",אף פעם | לא | אף פעם,"phrase,strong",0.80,0.00,39485,fiction,WRITE PARAPHRASE,repetition artifact in the negation
hn39703,n,זה מה שיש לנו עכשיו.,,זה לא מה שיש לנו.,לא,strong,0.80,0.00,39703,slate,WRITE PARAPHRASE,negation drops עכשיו
hn41400,n,"אבל אתה יודע היכן זה?""","""אבל אתה מכיר את המקום שבו זה נמצא?""","""אבל אתה לא יודע איפה זה, נכון?""",לא,strong,0.80,0.60,41400,fiction,,negation adds a tag question
hn41554,y,"בנוסף, ניתוח ה-CEF כולל סקירה משמעותית של טכנולוגיות ומדיניות תחבורה.",הניתוח של CEF כולל סקירה משמעותית של טכנולוגיות ומדיניות תחבורה.,הניתוח של ה-CEF לא כולל סקירה משמעותית של טכנולוגיות ומדיניות תחבורה.,לא,strong,0.80,0.70,41554,government,,
hn43611,n,ראית קצת מלח על המגש?,אז שמת לב שהיה קצת מלח על המגש?,אני יודע שלא ראית מלח על המגש.,שלא,strong,0.80,0.80,43611,fiction,,negation adds the frame אני יודע ש
hn47945,y,אנחנו יודעים את כל זה.,אנחנו מבינים את כל זה.,אנחנו לא יודעים כלום על כל זה.,לא,strong,0.80,0.80,47945,fiction,quantifier,quantifier
hn55048,y,לפחות נראה שהלמס נתן פרובוקציה.,נראה שההתגרות ניתנה על ידי הלמס.,נראה שהלמס אפילו לא נתן פרובוקציה.,לא,strong,0.80,0.20,55048,fiction,quantifier,quantifier
hn57435,y,אני מבין את זה לגמרי.,אני מבין את זה במלואו.,אני לא מבין את זה בכלל.,לא,strong,0.80,0.80,57435,fiction,,
hn58929,y,"להיפך, אנחנו מנסים למצוא אותה.",אנחנו מנסים לאתר אותה.,אנחנו בכלל לא מנסים למצוא אותה.,בכלל לא,phrase,0.80,0.60,58929,fiction,quantifier,quantifier
hn5936,n,אתה יכול להגיע לבלאסטר שלך.,אתה בהישג יד של הבלאסטר שלך.,אתה לא יכול להגיע לקרסוליים שלך.,לא,strong,0.80,0.40,5936,fiction,,object changed: בלאסטר -> קרסוליים
hn61485,n,"האם זה כך, מו אמי?""","האם זה נכון, חברי?","מו אמי, האם זה לא נכון?",לא,strong,0.80,0.40,61485,fiction,,both are questions but of different form; not a minimal edit
hn62358,y,אנחנו גם מתכננים יוזמות חדשות.,בכוונתנו גם לקדם יוזמות חדשות.,אנחנו לא מתכננים שום יוזמות חדשות,לא,strong,0.80,0.60,62358,letters,quantifier,quantifier
hn62684,y,הזיכרונות שלכם כנראה דומים מאוד.,לזיכרונות שלכם יש הרבה דמיון.,הזיכרונות שלכם כנראה בכלל לא דומים.,בכלל לא,phrase,0.80,0.20,62684,letters,quantifier,quantifier
hn63251,y,כדאי לשקול את המצב העתידי הצפוי של היצע יצרני הדוודים.,ראוי לשקול את מצבם העתידי הצפוי של יצרני הדוודים.,לא כדאי לשקול את המצב העתידי של אספקת יצרני הדוודים.,לא,strong,0.80,0.60,63251,government,,
hn64061,n,עם תקני ניהול מוצרי תוכנה.,ישנם תקנים לניהול מוצרי תוכנה.,אין תקני ניהול מוצרי תוכנה.,אין,strong,0.80,0.40,64061,government,,target is a fragment
hn67034,y,"פוליאמוריסטים מתחזקים מגזין משלהם, שני כנסים שנתיים ו-250 קבוצות תמיכה.","לפוליאמוריסטים יש את המגזין שלהם, שני כנסים שנתיים ו-250 קבוצות תמיכה.","לבעלי פוליאמוריה אין מגזין משלהם, שני כנסים שנתיים ו-250 קבוצות תמיכה.",אין,strong,0.80,0.60,67034,slate,existential,existential
hn68055,n,מר קרטר קרא את מחשבותיו.,המחשבות שלו נקראו על ידי מר קרטר.,מר קרטר לא הצליח לקרוא את מחשבותיו.,לא,strong,0.80,0.40,68055,fiction,,modal הצליח added
hn69281,y,"הם השכנים שלנו, החברים שלנו, העמיתים שלנו.",הם השכנים או החברים שלנו.,הם לא החברים או השכנים שלנו.,לא,strong,0.80,0.80,69281,government,,paraphrase and negation drop the same item
hn70992,n,"האפיפיור היה ביקורתי, במיוחד בפולין.",האפיפיור היה ביקורתי במקומות אחרים מלבד פולין.,האפיפיור לא היה ביקורתי בפולין.,לא,strong,0.80,0.60,70992,slate,,scope change: במיוחד בפולין -> בפולין
hn73272,n,רחוב ג'ורג' היה המרכז המסורתי של הרובע הפיננסי של אדינבורו.,הרובע הפיננסי של אדינבורו ממוקם סביב רחוב ג'ורג'.,רחוב ג'ורג' מעולם לא היה הרובע הפיננסי של אדינבורו.,מעולם לא,phrase,0.80,0.70,73272,travel,,negation drops המרכז המסורתי של
hn77293,n,"במקום זאת, בהתאם לסעיף 23 (א)(2) של חוק הבורסה לניירות ערך משנת 1934, 15","בהתאם לסעיף 23 (a)(2) של חוק הבורסה לניירות ערך משנת 1934, 15","לא בהתאם לסעיף 23 (a)(2) של חוק הבורסה לניירות ערך משנת 1934, 15",לא,strong,0.80,0.80,77293,government,,target truncated mid-citation
hn77948,n,"עם 80,000 דולר במענקים שהוא ניסה להשיג, סמית' חשב לשכור עורך דין ולשלם ל-","סמית' שקל לשכור עורך דין לאור 80,000 דולר של מענקים שהוא ניסה לרכוש.","למרות 80,000 דולר במענקים שהוא ניסה להשיג, סמית' מעולם לא חשב לשכור עורך דין.",מעולם לא,phrase,0.80,0.60,77948,government,,target truncated
hn80743,n,היה זה בוקר מאוחר מוקדם.,הבוקר היה מוקדם מאוחר.,לא היה מוקדם ולא מאוחר וגם לא בוקר.,לא | ולא | לא,strong,0.80,0.60,80743,fiction,,target garbled by MT
hn82159,n,"""אבל יש לך את המתנה.","""יש לך את המתנה, נכון?""","לך אין את המתנה, לי יש.",אין,strong,0.80,0.80,82159,fiction,,negation adds a contrasting clause (לי יש)
hn82409,y,לפחות זה נראה כמו סיגריה.,זה לפחות דומה לסיגריה.,זה לא נראה כמו סיגריה.,לא,strong,0.80,0.80,82409,fiction,,
hn83193,y,מי צריך לבצע התערבויות ב-ED?,מי צריך לבצע התערבויות של ED?,מי לא צריך לבצע התערבויות של ED,לא,strong,0.80,0.80,83193,government,question,question
hn83610,y,היא משקיעה רבות במחקר ופיתוח.,היא משקיעה סכום גדול במחקר ופיתוח.,היא לא משקיעה הרבה במחקר ופיתוח.,לא,strong,0.80,0.80,83610,slate,,
hn86055,n,פעולות בקרה ספציפיות למערכות מידע,פעילויות בקרה ספציפיות למערכות מידע,פעילויות בקרה כלליות שאינן ספציפיות למערכות מידע.,שאינן,strong,0.80,0.80,86055,government,,target is a heading
hn86113,n,"'איפה המנהיג שלך,' אמר ווייט.",וויט אמר שזה איפה שמנהיגכם נמצא.,"בלאק אמר, ""איפה שלא יהיה המנהיג שלך"".",שלא,strong,0.80,0.40,86113,fiction,,speaker changed: ווייט -> בלאק
hn89944,y,אני בנימין פרנקלין האמיתי והאחד.,אני בנימין פרנקלין.,אני לא בנימין פרנקלין האמיתי.,לא,strong,0.80,0.60,89944,fiction,,
hn92725,n,"כשהוא הסתובב, תורן היה שם.",ת'ורן היה שם כשהפך.,"כשהוא הסתובב, אף אחד לא היה שם.",אף אחד | לא,"phrase,strong",0.80,0.40,92725,fiction,,entity replaced: תורן -> אף אחד
hn96055,y,שמעתי את השם הזה בעבר.,השם הזה מוכר לי מן העבר.,מעולם לא שמעתי את השם הזה בחיי.,מעולם לא,phrase,0.80,0.00,96055,fiction,quantifier,quantifier
hn98601,y,אני הולך לעשות את מה שהיינו צריכים לעשות כבר לפני שבוע.,היינו צריכים לעשות את מה שאני עומד לעשות לפני 7 ימים.,אני לא הולך לעשות את מה שהיינו צריכים לעשות לפני 7 ימים.,לא,strong,0.80,0.50,98601,fiction,,
hn99264,n,אבל הוא ידע את התשובה.,התשובה הייתה ידועה לו.,"אף אחד לא ידע את התשובה, אפילו לא הוא.",אף אחד | לא | לא,"phrase,strong",0.80,0.20,99264,fiction,,subject broadened from הוא to אף אחד
hn108608,y,"אלה כוללים סדנאות, דלפקי עזרה בבתי המשפט, טפסים, כתבי טענות, חבילות עזרה עצמית ומשאבים אחרים לייצוג עצמי בעניינים משפטיים פשוטים.","סדנאות, דלפקי עזרה בבתי משפט, טפסים, תביעות, חבילות עזרה עצמית ומשאבים אחרים לייצוג עצמי נכללו כולם בעניינים משפטיים.","סדנאות, דלפקי עזרה בבתי המשפט, טפסים, כתבי טענות, חבילות סיוע עצמי ומשאבים אחרים לייצוג עצמי מעולם לא נכללו בעניינים משפטיים.",מעולם לא,phrase,0.79,0.68,108608,government,quantifier,quantifier
hn91198,y,גישה אחת לשימוש באב טיפוס כחלק מתהליך פיתוח המערכת תוארה כמודל ספירלי של פיתוח מערכת.,גישה אחת לשימוש באב טיפוס תוארה כמודל ספירלי של פיתוח מערכת.,גישה אחת לשימוש באב טיפוס בהחלט לא תוארה כמודל ספירלי של פיתוח מערכת.,לא,strong,0.79,0.79,91198,government,,paraphrase and negation drop the same clause
hn108864,y,בימים אלה הוא מציע מפלט לאנשי העסקים של מלזיה.,כיום הוא מציע מפלט לאנשי העסקים של מלזיה.,הוא לא מציע מפלט לאנשי העסקים של מלזיה.,לא,strong,0.78,0.78,108864,travel,,
hn23777,y,אתה יודע את כל המכתבים האלה שילדים כותבים לסנטה.,אתה יודע את המכתבים שהילדים כותבים לסנטה,אתה לא יודע את המכתבים שילדים כותבים לסנטה.,לא,strong,0.78,0.67,23777,government,,
hn23966,y,אנחנו מאוד אסירי תודה על כל מה שסיפרת לנו.,אנחנו באמת מעריכים את כל מה שסיפרת לנו.,אנחנו לא אסירי תודה על מה שסיפרת לנו.,לא,strong,0.78,0.56,23966,fiction,,
hn48818,y,אספתי את שטר ה-C שלי במסיבת יום ההולדת ה-21 שלי.,קיבלתי את השטר שלי במהלך מסיבת יום ההולדת ה-21 שלי.,מעולם לא קיבלתי את שטר ה-C שלי במסיבת יום ההולדת שלי.,מעולם לא,phrase,0.78,0.56,48818,slate,quantifier,quantifier
hn49653,n,"האם תיקחי לגברת אינגלת'ורפ את הקפה שלה, סינתיה?","סינתיה, תוכלי לקחת לגברת אינגלתורפ את הקפה שלה?",סינתיה מעולם לא התבקשה להביא לגברת אינגלת'ורפ את הקפה שלה.,מעולם לא,phrase,0.78,0.56,49653,fiction,,request turned into a claim about being asked
hn58304,n,"גלגלי מכונית על כביש חצץ, מאת לוסינדה וויליאמס (מרקורי).",ללסינדה ויליאמס יש שיר שנקרא גלגלי מכונית על דרך חצץ.,גלגלי מכונית על כביש חצץ לא היה של לוסינדה וויליאמס.,לא,strong,0.78,0.44,58304,slate,,target is a song citation
hn64460,n,זה מעלה את השאלה כיצד הממשלה הפדרלית יכולה לחסוך אם צמצום החוב הפדרלי המוחזק על ידי הציבור אינו אפשרות.,,"השאלה אינה ""כיצד הממשלה הפדרלית יכולה לחסוך אם הפחתת החוב הפדרלי המוחזק על ידי הציבור אינה אפשרות.""",אינה | אינה,strong,0.78,0.00,64460,government,WRITE PARAPHRASE,negation restructures into a metalinguistic claim
hn79735,n,"תזכור מה קונרד היקר והישן אמר עם הסיסמה שלך, לא?","מה אמר קונרד היקר שלנו עם הסיסמא שלך, זוכר?","לא כך, מה אמר קונרד היקר והישן בלי הסיסמה שלך?",בלי,strong,0.78,0.67,79735,fiction,,negation garbled by MT
hn86202,n,ביצועים משוערים ומשאבים הדרושים לשיפוצים בודדים וריבויים של ACI.,נדרשים ביצועים ומשאבים לשיפוצי ACI יחידים ו מרובים.,ביצועים ומשאבים אינם נדרשים לשיפוצים בודדים וריבויים של ACI.,אינם,strong,0.78,0.33,86202,government,,target is a noun phrase
hn8706,n,איך השקעות ממשלתיות משפיעות על החיסכון הלאומי והצמיחה הכלכלית?,באילו דרכים השקעות הממשלה משפיעות על החיסכון הלאומי ועל הצמיחה הכלכלית?,השקעות הממשלה אינן משפיעות כלל על החיסכון הלאומי והצמיחה הכלכלית.,אינן,strong,0.78,0.67,8706,government,,"target is a question, negation is a statement"
hn88850,y,דמי עיבוד הסחורה קשורים לעלות הפעילות של שירות המכס.,עמלת עיבוד הסחורה קשורה לעלות הפעילות של שירות המכס,דמי הטיפול בסחורות אינם קשורים לעלות הפעילות של שירות המכס.,אינם,strong,0.78,0.78,88850,government,,
hn97305,n,מחשבים לבישים (מעבדת המדיה של המכון הטכנולוגי של מסצ'וסטס).,יחידות מחשוב לבישות (מעבדת המדיה של MIT).,מחשבים שאינם לבישים (מעבדת המדיה של מכון הטכנולוגיה של מסצ'וסטס).,שאינם,strong,0.78,0.33,97305,slate,,target is a noun phrase
hn99294,n,הויקינגים גם הציגו מטבעות וטכניקות טובות יותר לבניית ספינות.,בניית ספינות הייתה אחד התחומים שבו הויקינגים הביאו שיפורים.,הויקינגים הציגו טכניקות טובות יותר לבניית ספינות אבל לא מטבעות.,לא,strong,0.78,0.22,99294,travel,,only one conjunct is negated
hn18713,n,שליטה אפקטיבית על תשלומים דורשת בדרך כלל בדיקה של חשבוניות לפני אישורן לתשלום.,בקרה אפקטיבית על תשלומים דורשת בדרך כלל בדיקה של חשבוניות לפני אישורן.,בקרה לא אפקטיבית של תשלומים בדרך כלל דורשת בדיקה של חשבוניות לפני אישורן.,לא,strong,0.77,0.85,18713,government,,"scope: לא attaches to בקרה, not to the proposition"
hn62847,y,אני מקבל תשלום כדי להפוך את הקהילה למקום טוב יותר עבור אנשים פגיעים -- ואני אוהב את זה.,אני אוהב לקבל תשלום כדי להפוך את הקהילה למקום טוב יותר עבור אנשים פגיעים.,אני לא אוהב לקבל תשלום כדי להפוך את הקהילה למקום טוב יותר עבור אנשים פגיעים.,לא,strong,0.76,0.76,62847,government,,
hn101538,y,ואז ראיתי את אנקה.,וזה הזמן שאנקה הופיעה.,לא ראיתי את אנקה.,לא,strong,0.75,0.00,101538,fiction,,
hn10198,n,מחקרי מקרה של ילדים.,ישנם מחקרי מקרה של ילדים.,אין מחקרי מקרה על ילדים.,אין,strong,0.75,1.00,10198,government,,target is a heading fragment
hn104390,n,הם מחכים לך שם.,,הם לא יחכו לך שם.,לא,strong,0.75,0.00,104390,fiction,WRITE PARAPHRASE,tense changed: present -> future
hn107433,y,זאת משבר אמצע החיים.,זו משבר של להיות בגיל העמידה.,זו לא משבר אמצע החיים.,לא,strong,0.75,0.25,107433,slate,,
hn10745,y,סיורי אוטובוסים מפריז זמינים.,יש סיורי אוטובוסים מפאריס.,אין סיורי אוטובוס זמינים מפריז.,אין,strong,0.75,0.50,10745,travel,existential,existential
hn107644,y,יש לי את זה!,זה נמצא ברשותי!,אין לי את זה.,אין,strong,0.75,0.00,107644,fiction,existential,existential
hn111900,n,היינו מעריכים את זה.,זה היה מוערך.,לא היינו אוהבים את זה מאוד.,לא,strong,0.75,0.25,111900,slate,,verb changed: מעריכים -> אוהבים
hn112530,n,למה הם שלחו אותו?,למה הוא היה כאן?,הם לא שלחו אותו.,לא,strong,0.75,0.25,112530,fiction,,"target is a question, negation is a statement"
hn113397,n,"לעומת זאת, רכישה של עיצוב ובנייה תשתמש ב-","לעומת זאת, רכישת עיצוב ובנייה תשתמש ב-","לעומת זאת, רכישת עיצוב ובנייה לא תשתמש ב-",לא,strong,0.75,0.75,113397,government,,target truncated
hn114928,n,למה זה לא עולה יותר?,יש שחושבים שזה צריך לעלות יותר.,אף אחד לא תוהה מדוע זה לא עולה יותר.,אף אחד,phrase,0.75,0.25,114928,slate,,"negates the act of wondering, not the content"
hn118563,n,"'ובכן, אני יכול לגרום לזה לעבוד כמו אדם.'",אני יודע שאני יכול לגרום לזה לעבוד כמו בן אדם.,אני לא מצליח לגרום לזה לעבוד כמו אדם.,לא,strong,0.75,0.88,118563,fiction,,verb changed: יכול -> מצליח
hn118918,y,היה לה הכי קל.,"עבורה, זה היה קל מאוד.",זה בכלל לא היה קל לה.,בכלל לא,phrase,0.75,0.50,118918,fiction,,
hn119184,n,"מה אתה רוצה לדעת?""",למה אתה רוצה לדעת?,למה אתה לא רוצה לדעת?,לא,strong,0.75,0.75,119184,fiction,,question word changed: מה -> למה
hn119256,n,"איך אתה מתכוון ""בזכותך?","מה אתה מתכוון ב""בזכותך""?","למה אתה מתכוון ב""לא בזכותך""?",לא,strong,0.75,0.75,119256,fiction,,garbled by MT
hn119350,n,הנערה הניעה ראשה בתמיהה.,היא תהתה כשניערה את ראשה.,הנערה לא הניעה את ראשה.,לא,strong,0.75,0.25,119350,fiction,,negation drops בתמיהה
hn120358,n,מחושב על ידי חיסור בתוך אותה מחלקת גודל.,בת זוגי סיפרה לכולם שהיא לסבית.,מחושב על ידי חיבור לא בתוך אותה קטגוריית גודל.,לא,strong,0.75,0.00,120358,slate,,target is a fragment; paraphrase is from an unrelated sentence
hn121598,n,"כמובן, אם ארה""ב",לדיוויד ביי יש צוות של שבעה עורכי דין שעבדו אצלו במשך שנים.,"לא אם ארה""ב.",לא,strong,0.75,0.00,121598,government,,target truncated; paraphrase is from an unrelated sentence
hn125278,y,בריכות עירוניות זמינות לשחייה.,אתה יכול לשחות בבריכות העירוניות.,אין בריכות עירוניות הזמינות לשחייה.,אין,strong,0.75,0.00,125278,travel,existential,existential
hn12541,n,חשבונות ממשלתיים בתקציב המאוחד.,החשבונות בתוך התקציב המאוחד היו שייכים לממשלה.,לתקציב המאוחד אין חשבונות ממשלתיים.,אין,strong,0.75,0.25,12541,government,,target is a noun phrase
hn127343,y,"פנינים לפני חזירים, אכן.","אכן, פנינים לפני חזירים.","בשום אופן, לא פנינים לפני חזירים.",בשום אופן | לא,"phrase,strong",0.75,1.00,127343,slate,quantifier,quantifier
hn129448,n,"טים, אני תומך בנשיא.","טים, אני מסכים עם הנשיא הנוכחי.","טים, אני לא תומך באף אחת מעמדות הנשיאים.",לא | באף אחת,"phrase,strong",0.75,0.50,129448,slate,,object changed: הנשיא -> עמדות הנשיאים
hn131343,y,נניח שמר בראון ג'וליוס היה שם ומחכה... .,בהנחה שמר בראון ג'וליוס כבר היה שם...,בהנחה שמר בראון ג'וליוס אפילו לא היה שם...,לא,strong,0.75,0.75,131343,fiction,,
hn133467,y,אתה חייב לי הכול!,אתה חב לי את הכול!,אתה לא חייב לי כלום.,לא,strong,0.75,0.25,133467,fiction,,
hn133705,n,היו גם שינויים אחרים.,"כמו כן, היו שינויים אחרים.","גם, לא היו שינויים.",לא,strong,0.75,0.75,133705,travel,,negation drops אחרים and is ungrammatical
hn135041,n,עמק קטמנדו עצמו הותקף בשנת 1336 על ידי הסולטן המוסלמי של בנגל.,הסולטן המוסלמי של בנגל פתח במתקפה על העמק ב-1336.,עמק קטמנדו עצמו מעולם לא נבזז בהצלחה על ידי הסולטן המוסלמי של בנגל.,מעולם לא,phrase,0.75,0.42,135041,travel,,verb changed: הותקף -> נבזז
hn137135,y,אבל מייס זיהה אותו!,"בכל אופן, מייס ידע מי הוא!",אפילו מייס לא זיהה אותו.,לא,strong,0.75,0.25,137135,fiction,,
hn137803,n,אני לא זוכר איך אומרים 'כבה את האור' ב-Przyrolarouish.,"אני לא זוכר איך אומרים "" לכבות את האור"" בשפת הפרירולארואיש.",אף פעם לא ידעתי איך אומרים 'כבה את האור' ב-Przyrolarouish.,אף פעם,phrase,0.75,0.75,137803,fiction,,direction inverted: the target is already negated
hn138259,y,אבל אשאל את בוריס.,אשאל את בוריס.,אני לא אשאל את בוריס בכלל.,לא,strong,0.75,0.75,138259,fiction,,
hn139243,n,שר הבריאות ושירותי האנוש,מזכיר הבריאות ושירותי האנוש,לא מזכיר הבריאות ושירותי האנוש,לא,strong,0.75,0.75,139243,government,,target is a job title
hn1416,y,נימוסים טובים אפשר לטפח.,ניתן לטפח נימוסים טובים.,בלתי אפשרי לחלוטין לטפח נימוסים טובים.,בלתי,strong,0.75,0.75,1416,slate,privative,privative
hn143032,n,אבחנות ומרשמים דומים מופיעים בטקסי השבעה מאוחרים יותר.,אבחונים ומרשמים אלה דומים לאלה שבחנוכות קודמות.,אבחנות ומרשמים לא מופיעים בנאומי השבעה מאוחרים יותר.,לא,strong,0.75,0.25,143032,slate,,noun changed: טקסי -> נאומי
hn143974,y,אני צריך את עזרתך.,אני צריך עזרה ממך.,אני לא צריך את העזרה שלך.,לא,strong,0.75,0.50,143974,fiction,,
hn144515,y,עשיתי את זה בעבר.,כבר עשיתי את זה בעבר.,מעולם לא עשיתי את זה קודם.,מעולם לא,phrase,0.75,0.00,144515,fiction,quantifier,quantifier
hn15139,n,"נקבל תנאים טובים מאוד; _מאוד_ טובים.""",התנאים שאנחנו נקבל יהיו טובים.,כנראה שלא נקבל תנאים טובים.,שלא,strong,0.75,0.50,15139,fiction,,negation adds the modal כנראה
hn15578,n,ראית את המכתב הזה?,,לא ראית את המכתב!,לא,strong,0.75,0.00,15578,fiction,WRITE PARAPHRASE,question becomes an exclamation and drops הזה
hn19502,n,אבל אתה יכול לגלות?,אתה יכול לגלות.,אתה בהחלט לא יכול לגלות.,לא,strong,0.75,0.75,19502,fiction,,"target is a question, negation is a statement"
hn20824,n,"במקרה זה, ביצוע מהיר יותר אפשרי מזה המוצג במוצג A-5 בנספח A.",,אין ביצוע מהיר יותר אפשרי מזה המוצג בנספח A-5 בנספח A.,אין,strong,0.75,0.00,20824,government,WRITE PARAPHRASE,garbled reference (מוצג A-5 / נספח A-5)
hn23704,y,"זה היה רק טבעי.""",זה היה טבעי.,זה לא היה טבעי.,לא,strong,0.75,0.75,23704,fiction,,
hn24303,n,הם כוללים שירות ישיר.,שירות ישיר הוא חלק מזה.,הם מעולם לא כללו שירות ישיר.,מעולם לא,phrase,0.75,0.50,24303,government,,tense changed: present -> past
hn25958,n,כולם אישרו את דעתי.,כולם אמרו דברים שהיו עקביים עם מה שכבר חשבתי.,חלקם לא אישרו את דעתי.,לא,strong,0.75,0.25,25958,fiction,,"quantifier weakened (כולם -> חלקם), not negated"
hn26245,n,אנחנו רוצים שזה יקרה.,אנו מקווים שזה יקרה.,אנחנו מתפללים שזה לא יקרה.,לא,strong,0.75,0.50,26245,fiction,,verb changed: רוצים -> מתפללים
