id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note
hn16974,?,פיט דוקינס בניו ג'רזי ב-1988,פיט דוקינס נסע לניו ג'רזי.,פיט דוקינס מעולם לא היה בניו ג'רזי.,מעולם לא,phrase,0.83,0.67,16974,slate,
hn22069,?,שלושה דברים שאנחנו יודעים על השוויצרים.,ישנם שלושה דברים שאנחנו מבינים לגבי השוויצרים.,יש שלושים דברים שאנחנו לא יודעים על השוויצרים.,לא,strong,0.83,0.67,22069,slate,
hn2588,?,נאמר לו שמישהו מחפש אותו בבר.,הוא שמע שמישהו בבר מחפש אותו.,לא סיפרו לו שמישהו מחפש אותו בבר.,לא,strong,0.83,0.67,2588,fiction,
hn28728,?,מתי מחקרי מקרה משמשים כראוי בהערכה?,ניתן להשתמש במחקרי מקרה כראוי בהערכה.,מחקרי מקרה לעולם לא משמשים כראוי בהערכה.,לא,strong,0.83,0.50,28728,government,
hn31782,?,שסתום מדידה - מערכת העברה פנאומטית או מכנית להעברת הסופח למיקום ההזרקה,מערכת הולכה פנאומטית או מכנית היא חלק מהגדרת שסתום מדידה.,שסתום מדידה אינו מערכת העברה מכנית או פנאומטית להעברת הסופח למקום ההזרקה.,אינו,strong,0.83,0.50,31782,government,
hn40208,?,משהו השתנה וכולם ראו את זה.,כולם ראו שמשהו השתנה.,שום דבר לא השתנה וכולם ראו את זה.,שום דבר | לא,"phrase,strong",0.83,0.33,40208,fiction,
hn46423,?,כולם מדברים כאילו הסיכונים הם עצומים.,כולם מדברים כאילו המהמרים הם מונומנטליים.,כולם מדברים כאילו הסיכונים לא עצומים.,לא,strong,0.83,0.67,46423,slate,
hn50640,?,איך אתה הולך לעשות את זה?',איך תעשה את זה?,אתה לא הולך לעשות את זה.,לא,strong,0.83,0.50,50640,fiction,
hn51230,?,הוא נמצא רק על חצי האי.,,הוא לא נמצא על חצי האי.,לא,strong,0.83,0.00,51230,travel,WRITE PARAPHRASE
hn5132,?,זה בדיוק מה שהיא בוחרת לשתות.,זו הבחירה שלה של המשקה שלה.,זה אף פעם לא מה שהיא בוחרת לשתות.,אף פעם | לא,"phrase,strong",0.83,0.00,5132,slate,
hn55092,?,פונקציות תגובה-ריכוז לתמותה מוקדמת הקשורה ל-PM,הפונקציה לתמותה מוקדמת הקשורה ל-PM היא ריכוז-תגובה.,פונקציות ריכוז-תגובה אינן קשורות לתמותה מוקדמת הקשורה ל-PM.,אינן,strong,0.83,0.67,55092,government,
hn63486,?,האיש השני מעד על גופתו ונפל.,האיש השני נפל לאחר שנתקל בגופו.,האיש השני מעד על גופתו אך לא נפל.,לא,strong,0.83,0.33,63486,fiction,
hn64680,?,אנחנו יכולים לעשות את זה שוב.,אנחנו יכולים לעשות זאת בפעם אחרת.,אנחנו לא מסוגלים לעשות את זה שוב.,לא,strong,0.83,0.50,64680,fiction,
hn64816,?,כאן נמצאת ההפתעה הגדולה ביותר שלנו.,ההפתעה הגדולה ביותר קיימת כאן.,שם לא נמצאת ההפתעה הגדולה ביותר שלנו.,לא,strong,0.83,0.67,64816,fiction,
hn70749,?,חברות וול סטריט כפופות לאותן נטיות.,מגמות מסוימות משותפות לחברות וול סטריט.,חברות וול סטריט אינן נוטות לאותן נטיות.,אינן,strong,0.83,0.33,70749,government,
hn80579,?,זה עדיין המלון הפופולרי ביותר לקבוצות.,קבוצות אוהבות את המלון הזה הכי הרבה.,זה לא המלון הפופולרי ביותר לקבוצות.,לא,strong,0.83,0.17,80579,travel,
hn86303,?,מחלקת ההגנה תוכל להתחיל בייצור מלא.,ייתכן שמשרד ההגנה יוכל להתחיל בייצור מלא.,מחלקת ההגנה לא יכלה להתחיל בייצור מלא.,לא,strong,0.83,0.67,86303,government,
hn8941,?,'אני רוצה לראות את זה בעצמי.,הייתי רוצה לראות זאת בעצמי.,אני לא רוצה לראות את זה.,לא,strong,0.83,0.50,8941,fiction,
hn92742,?,פקידים המבצעים אישורים מנהליים בדרך כלל אחראים על פחות היבטים של עסקה.,,פקידים המבצעים אישורים מנהליים בדרך כלל אינם אחראים לפחות היבטים של עסקה.,אינם,strong,0.83,0.00,92742,government,WRITE PARAPHRASE
hn92919,?,"לאחרונה, ניהלנו בהצלחה את המעבר ל-Y2K.",מעבר שנת 2000 נוהל בהצלחה.,לא ניהלנו את המעבר ל-Y2K בהצלחה.,לא,strong,0.83,0.17,92919,government,
hn97952,?,"חייב להיות משהו ביניהם, היא חשבה.","יש משהו ביניהם, היא חשבה.",היא לא חשבה שיכול להיות ביניהם משהו.,לא,strong,0.83,0.67,97952,slate,
hn101865,?,(יהיה זול יותר לקנות את המניה בשוק הפתוח מאשר באמצעות האופציות.),קניית המניה בשוק הפתוח תהיה זולה יותר מאשר שימוש באופציות.,"יהיה זול יותר לקנות את המניה באמצעות אופציות, ולא בשוק הפתוח.",ולא,strong,0.82,0.45,101865,slate,
hn106138,?,זה עולה בקנה אחד עם החששות של המועצה ושל רשות השיכון.,לרשות השיכון ולמועצה יש חששות מסוימים.,זה לא עולה בקנה אחד עם החששות של רשות השיכון.,לא,strong,0.82,0.09,106138,government,
hn119340,?,"אתר האינטרנט של המרכז כולל מידע על הפרויקטים, המחקר והפרסומים שלו.","מידע על פרסומים, מחקרים ופרויקטים נכלל באתר האינטרנט של המרכז.",אתר האינטרנט של המרכז לא כולל מידע על הפרויקטים שלו.,לא,strong,0.82,0.45,119340,government,
hn121155,?,אחד מהגורמים המשפיעים על הביקוש לשירותי דואר הוא מספר משקי הבית.,אחד הגורמים המשפיעים על הביקוש לשירותי דואר הוא מספר משקי הבית.,אחד הגורמים המשפיעים על הביקוש לשירותי דואר אינו מספר משקי הבית.,אינו,strong,0.82,0.91,121155,government,
hn37853,?,"כל עוד הכיסוי גבוה יחסית, המובילים יצטרכו לכסות את כל המסלול שלהם.","אם הכיסוי גבוה, המובילים יצטרכו לכסות את כל המסלול שלהם.","אם הכיסוי גבוה, המובילים לא יצטרכו לכסות את כל המסלול שלהם.",לא,strong,0.82,0.82,37853,government,
hn42429,?,הניתוח הסופי הועבר ליועץ הראשי לעריכת דין של מינהל העסקים הקטנים.,היועץ הראשי לענייני תמיכה של מינהל העסקים הקטנים קיבל את הניתוח הסופי.,הניתוח הסופי לא הועבר ליועץ הראשי לענייני תמיכה של מינהל העסקים הקטנים.,לא,strong,0.82,0.64,42429,government,
hn59755,?,ההגדרה של שנה מכוסה קובעת מתי תתחיל תוכנית המסחר החדשה של WRAP.,הגדרת השנה המכוסה קובעת מתי תתחיל תוכנית המסחר החדשה של WRAP.,ההגדרה של השנה המכוסה אינה קובעת מתי תתחיל תוכנית המסחר החדשה של WRAP.,אינה,strong,0.82,0.73,59755,government,
hn25053,?,התערבויות קצרות ניתן להשתמש בהן כדי לדרבן מטופלים כאלה לחפש או לקבל הפניה לטיפול אינטנסיבי יותר.,"כדי לתמרץ מטופלים כאלה לחפש או לקבל הפניה לטיפול אינטנסיבי יותר, ניתן להשתמש בהתערבויות קצרות.","כדי לדרבן חולים כאלה לחפש או לקבל הפניה לטיפול אינטנסיבי יותר, לא ניתן להשתמש בהתערבויות קצרות.",לא,strong,0.81,0.81,25053,government,
hn100780,?,זה מתאים למה שדורקאס שמעה.,זה תואם את מה שדורקאס שמעה.,זה לא תואם למה שדורקאס שמעה.,לא,strong,0.80,0.60,100780,fiction,
hn10175,?,"ובכן, נמצא אותו, אמר גבריאל.",גבריאל אמר שנמצא אותו.,"""אנחנו לעולם לא נמצא אותו"" אמר גבריאל.",לא,strong,0.80,0.60,10175,fiction,
hn1046,?,זה נראה כאילו הכל בסדר.,נראה שהכל הולך טוב.,נראה כאילו הכל לא בסדר.,לא,strong,0.80,0.20,1046,slate,
hn10518,?,"ואז נחכה, אמר ג'ון.",ג'ון אמר שנמתין.,ג'ון אמר שלא נחכה.,שלא,strong,0.80,0.60,10518,fiction,
hn106888,?,גם נראיתי כמו בן פרנקלין.,הייתה לי דמיון לבנג'מין פרנקלין.,לא נראיתי כמו בן פרנקלין.,לא,strong,0.80,0.20,106888,fiction,
hn110066,?,כל אמריקאי היה בתאונת דרכים.,כל אמריקאי היה מעורב לפחות בתאונת דרכים אחת.,אף אמריקאי לא היה בתאונת דרכים.,לא,strong,0.80,1.00,110066,slate,
hn113569,?,"(בסרט, הרר יודע שהיא בהריון.",הרר יודע שהיא בהריון בסרט.,הארר לא יודע שהיא בהריון בסרט.,לא,strong,0.80,1.00,113569,slate,
hn118412,?,אה; היא השאירה לך פתק.,היא כתבה לך פתק.,היא לא השאירה לך פתק.,לא,strong,0.80,0.60,118412,fiction,
hn119751,?,זה יהיה קרן נאמנות או קרן מיוחדת במקרה של ייעוד (כלומר,זה יהיה קרן מיוחדת.,לא יהיה קרן נאמנות או קרן מיוחדת במקרה של ייעוד.,לא,strong,0.80,0.40,119751,government,
hn123243,?,נטליה כנראה הייתה מרוצה מזה.,נטליה הייתה מרוצה ממה שקרה.,נטליה לא הייתה מרוצה מזה.,לא,strong,0.80,0.60,123243,fiction,
hn126110,?,אני חושב שצריך לאמץ אותו.,אני מאמין שצריך לחבק את זה.,אני לא חושב שצריך לאמץ את זה.,לא,strong,0.80,0.40,126110,fiction,
hn130331,?,הוא עבר את הבדיקה הזאת.,הוא סיים את הבדיקה.,הוא לא עבר את הבדיקה.,לא,strong,0.80,0.60,130331,nineeleven,
hn135382,?,כמובן שזה טווח חדש עבורי.,זה כמובן טווח חדש עבורי.,כמובן שזה לא טווח חדש בשבילי.,לא,strong,0.80,0.80,135382,fiction,
hn143892,?,על הנסיעה שלך אני מצטער.,אני מצטערת על הנסיעה שלך.,אני לא מצטערת על הנסיעה שלך.,לא,strong,0.80,0.80,143892,fiction,
hn144421,?,אפילו הרפובליקנים רגישים לספין הזה.,הרפובליקנים גם כן פגיעים להאמין בספין הזה.,הרפובליקנים לא רגישים לספין הזה.,לא,strong,0.80,0.40,144421,slate,
hn144984,?,"תתכונן, ג'ון אמר לאדרין.",ג'ון אמר לאדרין להתכונן.,ג'ון לא אמר כלום לאדרין.,לא,strong,0.80,0.80,144984,fiction,
hn145707,?,"אז אתה האחיין שלי, נכון?",,"אתה לא האחיין שלי, נכון?",לא,strong,0.80,0.00,145707,fiction,WRITE PARAPHRASE
hn14619,?,גורמים שיש לקחת בחשבון בהערכה,להערכה יש גורמים שיש לקחת בחשבון.,להערכה אין גורמים שיש לקחת בחשבון.,אין,strong,0.80,0.80,14619,government,
hn16426,?,"""איך אתה יודע את זה?""",איך אתה יכול לדעת את זה?,איך אתה לא יכול להגיד את זה?,לא,strong,0.80,0.80,16426,fiction,
hn17276,?,קליימן רדף אחרי קלר מאז.,קלרמן נרדף על ידי קליימן מאז.,קליימן מעולם לא רדף אחרי קלר בשום שלב.,מעולם לא,phrase,0.80,0.40,17276,slate,
hn20143,?,"ראשית, תמריצים חשובים, אפילו לרוצחים.","לרוצחים, תמריצים חשובים.",אפילו תמריצים לא חשובים לרוצחים.,לא,strong,0.80,0.60,20143,slate,
hn23506,?,זה יהיה בדיוק כמו טלוויזיה.,זה יהיה כאילו אנחנו בטלוויזיה.,זה לא יהיה כמו טלוויזיה או תיאטרון.,לא,strong,0.80,0.40,23506,slate,
hn24264,?,מר דנברס אמר לי להיזהר.,,מר דנברס אמר לי לא לדאוג לגבי שום דבר.,לא | שום דבר,"phrase,strong",0.80,0.00,24264,fiction,WRITE PARAPHRASE
hn30866,?,התמודדות עם מסגרות זמן קצרות,,לא מתמודד עם מסגרות זמן קצרות,לא,strong,0.80,0.00,30866,government,WRITE PARAPHRASE
hn31037,?,) מודיעין מקוטע מציע שסין רצתה להעביר כסף לקמפיין של קלינטון.,מודיעין חלקי מראה שסין התכוונה להעביר כסף לקמפיין של קלינטון.,מודיעין מקוטע מראה שסין מעולם לא התכוונה להעביר כסף לקמפיין של קלינטון.,מעולם לא,phrase,0.80,0.70,31037,slate,
hn31532,?,'למה אתה עוקב אחרי ווייט?',מהן הסיבות שלך לעקוב אחר וייט?,למה אתה לא עוקב אחרי מר וייט?,לא,strong,0.80,0.00,31532,fiction,
hn32545,?,"הוא היה גנרל צעיר למדי!""",הוא היה גנרל צעיר.,"הוא היה צעיר, אבל לא גנרל.",לא,strong,0.80,0.80,32545,fiction,
hn3494,?,קאדאן זיהה את הכפפות שלו.,קאדאן היה רגיל ל-,הוא לא זיהה את הכפפות שלו.,לא,strong,0.80,0.20,3494,fiction,
hn36065,?,הנושאים נדונים בניתוח השפעת הרגולציה.,ניתוח השפעת הרגולציה מדבר על הנושאים.,הנושאים אינם כלולים בניתוח השפעת הרגולציה.,אינם,strong,0.80,0.60,36065,government,
hn37883,?,השונות הקלה שהוועדה מצאה בזמן המסלול מתעלמים כאן לצורך הנוחות.,השונות הקלה שהוועדה מצאה בזמן המסלול מתעלמת כאן לצורך הנוחות.,השונות הקלה שהוועדה מצאה בזמן המסלול לעולם לא מתעלמים כאן לנוחות.,לא,strong,0.80,0.90,37883,government,
hn38741,?,האם מישהו משתמש בנייר צבעוני?,אולי חלק מהאנשים משתמשים בנייר צבעוני.,אף אחד לא שואל אם מישהו משתמש בנייר צבעוני.,אף אחד | לא,"phrase,strong",0.80,0.40,38741,slate,
hn39485,?,לפעמים אני חולם על זה.,,"אני אף פעם לא חולם על זה, אף פעם.",אף פעם | לא | אף פעם,"phrase,strong",0.80,0.00,39485,fiction,WRITE PARAPHRASE
hn39703,?,זה מה שיש לנו עכשיו.,,זה לא מה שיש לנו.,לא,strong,0.80,0.00,39703,slate,WRITE PARAPHRASE
hn41400,?,"אבל אתה יודע היכן זה?""","""אבל אתה מכיר את המקום שבו זה נמצא?""","""אבל אתה לא יודע איפה זה, נכון?""",לא,strong,0.80,0.60,41400,fiction,
hn41554,?,"בנוסף, ניתוח ה-CEF כולל סקירה משמעותית של טכנולוגיות ומדיניות תחבורה.",הניתוח של CEF כולל סקירה משמעותית של טכנולוגיות ומדיניות תחבורה.,הניתוח של ה-CEF לא כולל סקירה משמעותית של טכנולוגיות ומדיניות תחבורה.,לא,strong,0.80,0.70,41554,government,
hn43611,?,ראית קצת מלח על המגש?,אז שמת לב שהיה קצת מלח על המגש?,אני יודע שלא ראית מלח על המגש.,שלא,strong,0.80,0.80,43611,fiction,
hn47945,?,אנחנו יודעים את כל זה.,אנחנו מבינים את כל זה.,אנחנו לא יודעים כלום על כל זה.,לא,strong,0.80,0.80,47945,fiction,
hn55048,?,לפחות נראה שהלמס נתן פרובוקציה.,נראה שההתגרות ניתנה על ידי הלמס.,נראה שהלמס אפילו לא נתן פרובוקציה.,לא,strong,0.80,0.20,55048,fiction,
hn57435,?,אני מבין את זה לגמרי.,אני מבין את זה ברמה סבירה.,אני לא מבין את זה בכלל.,לא,strong,0.80,0.80,57435,fiction,
hn58929,?,"להיפך, אנחנו מנסים למצוא אותה.",אנחנו מנסים לאתר אותה.,אנחנו בכלל לא מנסים למצוא אותה.,בכלל לא,phrase,0.80,0.60,58929,fiction,
hn5936,?,אתה יכול להגיע לבלאסטר שלך.,אתה בהישג יד של הבלאסטר שלך.,אתה לא יכול להגיע לקרסוליים שלך.,לא,strong,0.80,0.40,5936,fiction,
hn61485,?,"האם זה כך, מו אמי?""","האם זה נכון, חברי?","מו אמי, האם זה לא נכון?",לא,strong,0.80,0.40,61485,fiction,
hn62358,?,אנחנו גם מתכננים יוזמות חדשות.,אנחנו הולכים לקבל יוזמות חדשות,אנחנו לא מתכננים שום יוזמות חדשות,לא,strong,0.80,0.60,62358,letters,
hn62684,?,הזיכרונות שלכם כנראה דומים מאוד.,לזיכרונות שלכם יש הרבה דמיון.,הזיכרונות שלכם כנראה בכלל לא דומים.,בכלל לא,phrase,0.80,0.20,62684,letters,
hn63251,?,כדאי לשקול את המצב העתידי הצפוי של היצע יצרני הדוודים.,שיקול לגבי מצב העתידי הצפוי של אספקת יצרני הדוודים הוא מאמץ כדאי.,לא כדאי לשקול את המצב העתידי של אספקת יצרני הדוודים.,לא,strong,0.80,0.60,63251,government,
hn64061,?,עם תקני ניהול מוצרי תוכנה.,ישנם תקנים לניהול מוצרי תוכנה.,אין תקני ניהול מוצרי תוכנה.,אין,strong,0.80,0.40,64061,government,
hn67034,?,"פוליאמוריסטים מתחזקים מגזין משלהם, שני כנסים שנתיים ו-250 קבוצות תמיכה.","לפוליאמוריסטים יש את המגזין שלהם, שני כנסים שנתיים ו-250 קבוצות תמיכה.","לבעלי פוליאמוריה אין מגזין משלהם, שני כנסים שנתיים ו-250 קבוצות תמיכה.",אין,strong,0.80,0.60,67034,slate,
hn68055,?,מר קרטר קרא את מחשבותיו.,המחשבות שלו נקראו על ידי מר קרטר.,מר קרטר לא הצליח לקרוא את מחשבותיו.,לא,strong,0.80,0.40,68055,fiction,
hn69281,?,"הם השכנים שלנו, החברים שלנו, העמיתים שלנו.",הם השכנים או החברים שלנו.,הם לא החברים או השכנים שלנו.,לא,strong,0.80,0.80,69281,government,
hn70992,?,"האפיפיור היה ביקורתי, במיוחד בפולין.",האפיפיור היה ביקורתי במקומות אחרים מלבד פולין.,האפיפיור לא היה ביקורתי בפולין.,לא,strong,0.80,0.60,70992,slate,
hn73272,?,רחוב ג'ורג' היה המרכז המסורתי של הרובע הפיננסי של אדינבורו.,הרובע הפיננסי של אדינבורו ממוקם סביב רחוב ג'ורג'.,רחוב ג'ורג' מעולם לא היה הרובע הפיננסי של אדינבורו.,מעולם לא,phrase,0.80,0.70,73272,travel,
hn77293,?,"במקום זאת, בהתאם לסעיף 23 (א)(2) של חוק הבורסה לניירות ערך משנת 1934, 15","בהתאם לסעיף 23 (a)(2) של חוק הבורסה לניירות ערך משנת 1934, 15","לא בהתאם לסעיף 23 (a)(2) של חוק הבורסה לניירות ערך משנת 1934, 15",לא,strong,0.80,0.80,77293,government,
hn77948,?,"עם 80,000 דולר במענקים שהוא ניסה להשיג, סמית' חשב לשכור עורך דין ולשלם ל-","סמית' שקל לשכור עורך דין לאור 80,000 דולר של מענקים שהוא ניסה לרכוש.","למרות 80,000 דולר במענקים שהוא ניסה להשיג, סמית' מעולם לא חשב לשכור עורך דין.",מעולם לא,phrase,0.80,0.60,77948,government,
hn80743,?,היה זה בוקר מאוחר מוקדם.,הבוקר היה מוקדם מאוחר.,לא היה מוקדם ולא מאוחר וגם לא בוקר.,לא | ולא | לא,strong,0.80,0.60,80743,fiction,
hn82159,?,"""אבל יש לך את המתנה.","""יש לך את המתנה, נכון?""","לך אין את המתנה, לי יש.",אין,strong,0.80,0.80,82159,fiction,
hn82409,?,לפחות זה נראה כמו סיגריה.,היה זה מזל שזה נראה כמו סיגריה.,זה לא נראה כמו סיגריה.,לא,strong,0.80,0.80,82409,fiction,
hn83193,?,מי צריך לבצע התערבויות ב-ED?,מי צריך לבצע התערבויות של ED?,מי לא צריך לבצע התערבויות של ED,לא,strong,0.80,0.80,83193,government,
hn83610,?,היא משקיעה רבות במחקר ופיתוח.,היא משקיעה סכום גדול במחקר ופיתוח.,היא לא משקיעה הרבה במחקר ופיתוח.,לא,strong,0.80,0.80,83610,slate,
hn86055,?,פעולות בקרה ספציפיות למערכות מידע,פעילויות בקרה ספציפיות למערכות מידע,פעילויות בקרה כלליות שאינן ספציפיות למערכות מידע.,שאינן,strong,0.80,0.80,86055,government,
hn86113,?,"'איפה המנהיג שלך,' אמר ווייט.",וויט אמר שזה איפה שמנהיגכם נמצא.,"בלאק אמר, ""איפה שלא יהיה המנהיג שלך"".",שלא,strong,0.80,0.40,86113,fiction,
hn89944,?,אני בנימין פרנקלין האמיתי והאחד.,אני בנימין פרנקלין.,אני לא בנימין פרנקלין האמיתי.,לא,strong,0.80,0.60,89944,fiction,
hn92725,?,"כשהוא הסתובב, תורן היה שם.",ת'ורן היה שם כשהפך.,"כשהוא הסתובב, אף אחד לא היה שם.",אף אחד | לא,"phrase,strong",0.80,0.40,92725,fiction,
hn96055,?,שמעתי את השם הזה בעבר.,,מעולם לא שמעתי את השם הזה בחיי.,מעולם לא,phrase,0.80,0.00,96055,fiction,WRITE PARAPHRASE
hn98601,?,אני הולך לעשות את מה שהיינו צריכים לעשות כבר לפני שבוע.,היינו צריכים לעשות את מה שאני עומד לעשות לפני 7 ימים.,אני לא הולך לעשות את מה שהיינו צריכים לעשות לפני 7 ימים.,לא,strong,0.80,0.50,98601,fiction,
hn99264,?,אבל הוא ידע את התשובה.,התשובה הייתה ידועה לו.,"אף אחד לא ידע את התשובה, אפילו לא הוא.",אף אחד | לא | לא,"phrase,strong",0.80,0.20,99264,fiction,
hn108608,?,"אלה כוללים סדנאות, דלפקי עזרה בבתי המשפט, טפסים, כתבי טענות, חבילות עזרה עצמית ומשאבים אחרים לייצוג עצמי בעניינים משפטיים פשוטים.","סדנאות, דלפקי עזרה בבתי משפט, טפסים, תביעות, חבילות עזרה עצמית ומשאבים אחרים לייצוג עצמי נכללו כולם בעניינים משפטיים.","סדנאות, דלפקי עזרה בבתי המשפט, טפסים, כתבי טענות, חבילות סיוע עצמי ומשאבים אחרים לייצוג עצמי מעולם לא נכללו בעניינים משפטיים.",מעולם לא,phrase,0.79,0.68,108608,government,
hn91198,?,גישה אחת לשימוש באב טיפוס כחלק מתהליך פיתוח המערכת תוארה כמודל ספירלי של פיתוח מערכת.,גישה אחת לשימוש באב טיפוס תוארה כמודל ספירלי של פיתוח מערכת.,גישה אחת לשימוש באב טיפוס בהחלט לא תוארה כמודל ספירלי של פיתוח מערכת.,לא,strong,0.79,0.79,91198,government,
hn108864,?,בימים אלה הוא מציע מפלט לאנשי העסקים של מלזיה.,כיום הוא מציע מפלט לאנשי העסקים של מלזיה.,הוא לא מציע מפלט לאנשי העסקים של מלזיה.,לא,strong,0.78,0.78,108864,travel,
hn23777,?,אתה יודע את כל המכתבים האלה שילדים כותבים לסנטה.,אתה יודע את המכתבים שהילדים כותבים לסנטה,אתה לא יודע את המכתבים שילדים כותבים לסנטה.,לא,strong,0.78,0.67,23777,government,
hn23966,?,אנחנו מאוד אסירי תודה על כל מה שסיפרת לנו.,אנחנו באמת מעריכים את כל מה שסיפרת לנו.,אנחנו לא אסירי תודה על מה שסיפרת לנו.,לא,strong,0.78,0.56,23966,fiction,
hn48818,?,אספתי את שטר ה-C שלי במסיבת יום ההולדת ה-21 שלי.,קיבלתי את השטר שלי במהלך מסיבת יום ההולדת ה-21 שלי.,מעולם לא קיבלתי את שטר ה-C שלי במסיבת יום ההולדת שלי.,מעולם לא,phrase,0.78,0.56,48818,slate,
hn49653,?,"האם תיקחי לגברת אינגלת'ורפ את הקפה שלה, סינתיה?","סינתיה, תוכלי לקחת לגברת אינגלתורפ את הקפה שלה?",סינתיה מעולם לא התבקשה להביא לגברת אינגלת'ורפ את הקפה שלה.,מעולם לא,phrase,0.78,0.56,49653,fiction,
hn58304,?,"גלגלי מכונית על כביש חצץ, מאת לוסינדה וויליאמס (מרקורי).",ללסינדה ויליאמס יש שיר שנקרא גלגלי מכונית על דרך חצץ.,גלגלי מכונית על כביש חצץ לא היה של לוסינדה וויליאמס.,לא,strong,0.78,0.44,58304,slate,
hn64460,?,זה מעלה את השאלה כיצד הממשלה הפדרלית יכולה לחסוך אם צמצום החוב הפדרלי המוחזק על ידי הציבור אינו אפשרות.,,"השאלה אינה ""כיצד הממשלה הפדרלית יכולה לחסוך אם הפחתת החוב הפדרלי המוחזק על ידי הציבור אינה אפשרות.""",אינה | אינה,strong,0.78,0.00,64460,government,WRITE PARAPHRASE
hn79735,?,"תזכור מה קונרד היקר והישן אמר עם הסיסמה שלך, לא?","מה אמר קונרד היקר שלנו עם הסיסמא שלך, זוכר?","לא כך, מה אמר קונרד היקר והישן בלי הסיסמה שלך?",בלי,strong,0.78,0.67,79735,fiction,
hn86202,?,ביצועים משוערים ומשאבים הדרושים לשיפוצים בודדים וריבויים של ACI.,נדרשים ביצועים ומשאבים לשיפוצי ACI יחידים ו מרובים.,ביצועים ומשאבים אינם נדרשים לשיפוצים בודדים וריבויים של ACI.,אינם,strong,0.78,0.33,86202,government,
hn8706,?,איך השקעות ממשלתיות משפיעות על החיסכון הלאומי והצמיחה הכלכלית?,באילו דרכים השקעות הממשלה משפיעות על החיסכון הלאומי ועל הצמיחה הכלכלית?,השקעות הממשלה אינן משפיעות כלל על החיסכון הלאומי והצמיחה הכלכלית.,אינן,strong,0.78,0.67,8706,government,
hn88850,?,דמי עיבוד הסחורה קשורים לעלות הפעילות של שירות המכס.,עמלת עיבוד הסחורה קשורה לעלות הפעילות של שירות המכס,דמי הטיפול בסחורות אינם קשורים לעלות הפעילות של שירות המכס.,אינם,strong,0.78,0.78,88850,government,
hn97305,?,מחשבים לבישים (מעבדת המדיה של המכון הטכנולוגי של מסצ'וסטס).,יחידות מחשוב לבישות (מעבדת המדיה של MIT).,מחשבים שאינם לבישים (מעבדת המדיה של מכון הטכנולוגיה של מסצ'וסטס).,שאינם,strong,0.78,0.33,97305,slate,
hn99294,?,הויקינגים גם הציגו מטבעות וטכניקות טובות יותר לבניית ספינות.,בניית ספינות הייתה אחד התחומים שבו הויקינגים הביאו שיפורים.,הויקינגים הציגו טכניקות טובות יותר לבניית ספינות אבל לא מטבעות.,לא,strong,0.78,0.22,99294,travel,
hn18713,?,שליטה אפקטיבית על תשלומים דורשת בדרך כלל בדיקה של חשבוניות לפני אישורן לתשלום.,בקרה אפקטיבית על תשלומים דורשת בדרך כלל בדיקה של חשבוניות לפני אישורן.,בקרה לא אפקטיבית של תשלומים בדרך כלל דורשת בדיקה של חשבוניות לפני אישורן.,לא,strong,0.77,0.85,18713,government,
hn62847,?,אני מקבל תשלום כדי להפוך את הקהילה למקום טוב יותר עבור אנשים פגיעים -- ואני אוהב את זה.,אני אוהב לקבל תשלום כדי להפוך את הקהילה למקום טוב יותר עבור אנשים פגיעים.,אני לא אוהב לקבל תשלום כדי להפוך את הקהילה למקום טוב יותר עבור אנשים פגיעים.,לא,strong,0.76,0.76,62847,government,
hn101538,?,ואז ראיתי את אנקה.,וזה הזמן שאנקה הופיעה.,לא ראיתי את אנקה.,לא,strong,0.75,0.00,101538,fiction,
hn10198,?,מחקרי מקרה של ילדים.,ישנם מחקרי מקרה של ילדים.,אין מחקרי מקרה על ילדים.,אין,strong,0.75,1.00,10198,government,
hn104390,?,הם מחכים לך שם.,,הם לא יחכו לך שם.,לא,strong,0.75,0.00,104390,fiction,WRITE PARAPHRASE
hn107433,?,זאת משבר אמצע החיים.,זו משבר של להיות בגיל העמידה.,זו לא משבר אמצע החיים.,לא,strong,0.75,0.25,107433,slate,
hn10745,?,סיורי אוטובוסים מפריז זמינים.,יש סיורי אוטובוסים מפאריס.,אין סיורי אוטובוס זמינים מפריז.,אין,strong,0.75,0.50,10745,travel,
hn107644,?,יש לי את זה!,,אין לי את זה.,אין,strong,0.75,0.00,107644,fiction,WRITE PARAPHRASE
hn111900,?,היינו מעריכים את זה.,זה היה מוערך.,לא היינו אוהבים את זה מאוד.,לא,strong,0.75,0.25,111900,slate,
hn112530,?,למה הם שלחו אותו?,למה הוא היה כאן?,הם לא שלחו אותו.,לא,strong,0.75,0.25,112530,fiction,
hn113397,?,"לעומת זאת, רכישה של עיצוב ובנייה תשתמש ב-","לעומת זאת, רכישת עיצוב ובנייה תשתמש ב-","לעומת זאת, רכישת עיצוב ובנייה לא תשתמש ב-",לא,strong,0.75,0.75,113397,government,
hn114928,?,למה זה לא עולה יותר?,יש שחושבים שזה צריך לעלות יותר.,אף אחד לא תוהה מדוע זה לא עולה יותר.,אף אחד,phrase,0.75,0.25,114928,slate,
hn118563,?,"'ובכן, אני יכול לגרום לזה לעבוד כמו אדם.'",אני יודע שאני יכול לגרום לזה לעבוד כמו בן אדם.,אני לא מצליח לגרום לזה לעבוד כמו אדם.,לא,strong,0.75,0.88,118563,fiction,
